oewn_id	dulplus_class	source	framester_id	pos	ili	primary_lemma	definition
oewn-00095941-n	dul:Action	propagated	synset-expiation-noun-2	n	i35903	expiation	the act of atoning for sin or wrongdoing (especially appeasing a deity)
oewn-00096149-n	dul:Action	propagated	synset-reparation-noun-4	n	i35904	reparation	something done or paid in expiation of a wrong
oewn-00096322-n	dul:Action	propagated	synset-liberation-noun-1	n	i35905	liberation	the act of liberating someone or something
oewn-00096693-n	dul:Action	propagated	synset-jail_delivery-noun-1	n	i35906	jail delivery	the use of force to liberate prisoners
oewn-00096791-n	dul:Action	propagated	synset-reclamation-noun-2	n	i35907	reclamation	rescuing from error and returning to a rightful course
oewn-00097031-n	dul:Action	propagated	synset-salvage-noun-3	n	i35908	salvage	the act of rescuing a ship or its crew or its cargo from a shipwreck or a fire
oewn-00097163-n	dul:Action	propagated	synset-salvage-noun-2	n	i35909	salvage	the act of saving goods or property that were in danger of damage or destruction
oewn-00097333-n	dul:Action	propagated	synset-salvation-noun-4	n	i35910	salvation	saving someone or something from harm or from an unpleasant situation
oewn-00097540-n	dul:Action	propagated	synset-search_and_rescue_mission-noun-1	n	i35911	search and rescue mission	a rescue mission to search for survivors and to rescue them
oewn-00097671-n	dul:Action	propagated	synset-ransom-noun-3	n	i35912	ransom	the act of freeing from captivity or punishment
oewn-00097789-n	dul:Action	propagated	synset-recapture-noun-2	n	i35913	recapture	the act of taking something back
oewn-00097942-n	dul:Action	propagated	synset-recapture-noun-1	n	i35914	recapture	a legal seizure by the government of profits beyond a fixed amount
oewn-00098064-n	dul:Action	propagated	synset-invocation-noun-4	n	i35915	invocation	the act of appealing for help
oewn-00098168-n	dul:Action	propagated	synset-instrumentation-noun-2	n	i35916	instrumentation	the act of providing or using the instruments needed for some implementation
oewn-00098324-n	dul:Action	propagated	synset-performance-noun-3	n	i35917	performance	the act of performing; of doing something successfully; using knowledge as distinguished from merely possessing it
oewn-00098743-n	dul:Action	propagated	synset-specific_performance-noun-1	n	i35918	specific performance	the performance of a legal contract as specified by its terms
oewn-00098871-n	dul:Action	propagated	synset-linguistic_performance-noun-1	n	i35919	linguistic performance	(linguistics) a speaker's actual use of language in real situations; what the speaker actually says, including grammatical errors and other non-linguistic features such as hesitations and other disflu
oewn-00099205-n	dul:Action	propagated	synset-mechanism-noun-2	n	i35920	mechanism	the technical aspects of doing something
oewn-00099642-n	dul:Action	propagated	synset-curb_service-noun-1	n	i35922	curb service	service provided to customers who remain in their vehicles
oewn-00099759-n	dul:Action	propagated	synset-self-service-noun-1	n	i35923	self-service	the practice of serving yourself (as in a grocery or cafeteria)
oewn-00099881-n	dul:Action	propagated	synset-valet_parking-noun-1	n	i35924	valet parking	a service provided (at a club or restaurant or airport etc.) whereby a patron leaves a car at the entrance and an attendant parks and retrieves it
oewn-00100087-n	dul:Action	propagated	synset-dramatic_production-noun-1	n	i35925	dramatic production	the act of performing a drama
oewn-00100259-n	dul:Action	propagated	synset-encore-noun-1	n	i35926	encore	an extra or repeated performance; usually given in response to audience demand
oewn-00100408-n	dul:Action	propagated	synset-extemporization-noun-1	n	i35927	extemporization	a performance given extempore without planning or preparation
oewn-00100619-n	dul:Action	propagated	synset-juggle-noun-2	n	i35928	juggle	throwing and catching several objects simultaneously
oewn-00100771-n	dul:Action	propagated	synset-magic_trick-noun-1	n	i35929	magic trick	an illusory feat; considered magical by naive observers
oewn-00101073-n	dul:Action	propagated	synset-musical_performance-noun-1	n	i35930	musical performance	the act of performing music
oewn-00101073-n	ontopic:Topic	propagated	synset-musical_performance-noun-1	n	i35930	musical performance	the act of performing music
oewn-00101257-n	dul:Action	propagated	synset-one-night_stand-noun-2	n	i35931	one-night stand	a performance in one place on one night only
oewn-00101363-n	dul:Action	propagated	synset-rendition-noun-4	n	i35932	rendition	the act of interpreting something as expressed in an artistic performance
oewn-00101709-n	dul:Action	propagated	synset-reinterpretation-noun-2	n	i35933	reinterpretation	a new or different interpretation
oewn-00101823-n	dul:Action	propagated	synset-spin-noun-5	n	i35934	spin	a distinctive interpretation (especially as used by politicians to sway public opinion)
oewn-00102011-n	dul:Action	propagated	synset-playing-noun-1	n	i35935	playing	the act of playing a musical instrument
oewn-00102011-n	ontopic:Topic	propagated	synset-playing-noun-1	n	i35935	playing	the act of playing a musical instrument
oewn-00102230-n	dul:Action	propagated	synset-bowing-noun-2	n	i35936	bowing	managing the bow in playing a stringed instrument
oewn-00102230-n	ontopic:Topic	propagated	synset-bowing-noun-2	n	i35936	bowing	managing the bow in playing a stringed instrument
oewn-00102390-n	dul:Action	propagated	synset-spiccato-noun-1	n	i35937	spiccato	bowing in such a way that the bow bounces lightly off the strings
oewn-00102390-n	ontopic:Topic	propagated	synset-spiccato-noun-1	n	i35937	spiccato	bowing in such a way that the bow bounces lightly off the strings
oewn-00102528-n	dul:Action	propagated	synset-piping-noun-3	n	i35938	piping	playing a pipe or the bagpipes
oewn-00102528-n	ontopic:Topic	propagated	synset-piping-noun-3	n	i35938	piping	playing a pipe or the bagpipes
oewn-00102629-n	dul:Action	propagated	synset-stopping-noun-2	n	i35939	stopping	the kind of playing that involves pressing the fingers on the strings of a stringed instrument to control the pitch
oewn-00102629-n	ontopic:Topic	propagated	synset-stopping-noun-2	n	i35939	stopping	the kind of playing that involves pressing the fingers on the strings of a stringed instrument to control the pitch
oewn-00102859-n	dul:Action	propagated	synset-double_stopping-noun-1	n	i35940	double stopping	stopping two strings and producing two notes at the same time
oewn-00102859-n	ontopic:Topic	propagated	synset-double_stopping-noun-1	n	i35940	double stopping	stopping two strings and producing two notes at the same time
oewn-00102982-n	dul:Action	propagated	synset-transposition-noun-7	n	i35941	transposition	(music) playing in a different key from the key intended; moving the pitch of a piece of music upwards or downwards
oewn-00102982-n	ontopic:Topic	propagated	synset-transposition-noun-7	n	i35941	transposition	(music) playing in a different key from the key intended; moving the pitch of a piece of music upwards or downwards
oewn-00103194-n	dul:Action	propagated	synset-jam_session-noun-1	n	i35942	jam session	an impromptu jazz concert
oewn-00103194-n	ontopic:Topic	propagated	synset-jam_session-noun-1	n	i35942	jam session	an impromptu jazz concert
oewn-00103277-n	dul:Task	propagated	synset-automation-noun-1	n	i35943	automation	the act of implementing the control of equipment with advanced technology; usually involving electronic hardware
oewn-00103599-n	dul:Task	propagated	synset-computerization-noun-1	n	i35944	computerization	the control of processes by computer
oewn-00103747-n	dul:Action	propagated	synset-motorization-noun-1	n	i35945	motorization	the act of motorizing (equipping with motors or with motor vehicles)
oewn-00103960-n	dul:Action	propagated	synset-launching-noun-3	n	i35946	launching	the act of propelling with force
oewn-00104111-n	dul:Action	propagated	synset-launching-noun-1	n	i35947	launching	the act of moving a newly built vessel into the water for the first time
oewn-00104239-n	dul:Action	propagated	synset-rocket_firing-noun-1	n	i35948	rocket firing	the launching of a rocket or missile under its own power
oewn-00104410-n	dul:Action	propagated	synset-blastoff-noun-1	n	i35949	blastoff	the launching of a missile or spacecraft to a specified destination
oewn-00104557-n	dul:Action	propagated	synset-moon_shot-noun-1	n	i35950	moon shot	the launching of a spacecraft to the moon
oewn-00104654-n	dul:Action	propagated	synset-drive-noun-1	n	i35951	drive	the act of applying force to propel something
oewn-00104908-n	dul:Action	propagated	synset-firewall-noun-1	n	i35952	firewall	(colloquial) the application of maximum thrust
oewn-00105069-n	dul:Action	propagated	synset-impulse-noun-5	n	i35953	impulse	the act of applying force suddenly
oewn-00105229-n	dul:Action	propagated	synset-roll-noun-15	n	i35954	roll	the act of rolling something (as the ball in bowling)
oewn-00105359-n	dul:Action	propagated	synset-throw-noun-1	n	i35955	throw	the act of throwing (propelling something with a rapid movement of the arm and wrist)
oewn-00105796-n	dul:Action	propagated	synset-bowling-noun-2	n	i35956	bowling	(cricket) the act of delivering a cricket ball to the batsman
oewn-00105984-n	dul:Action	propagated	synset-fling-noun-3	n	i35957	fling	the act of flinging
oewn-00106091-n	dul:Action	propagated	synset-heave-noun-6	n	i35958	heave	throwing something heavy (with great effort)
oewn-00106299-n	dul:Action	propagated	synset-hurl-noun-1	n	i35959	hurl	a violent throw
oewn-00106444-n	dul:Action	propagated	synset-leaner-noun-1	n	i35960	leaner	(horseshoes) the throw of a horseshoe so as to lean against (but not encircle) the stake
oewn-00106640-n	dul:Action	propagated	synset-pass-noun-15	n	i35961	pass	(sports) the act of throwing the ball to another member of your team
oewn-00107092-n	dul:Action	propagated	synset-pitch-noun-2	n	i35963	pitch	the act of throwing a baseball or softball by the pitcher towards home plate, which initiates play by giving the batter a chance to hit it
oewn-00107546-n	dul:Action	propagated	synset-ringer-noun-4	n	i35964	ringer	(horseshoes) the successful throw of a horseshoe or quoit so as to encircle a stake or peg
oewn-00107708-n	dul:Action	propagated	synset-shy-noun-1	n	i35965	shy	a quick throw
oewn-00107836-n	dul:Action	propagated	synset-slinging-noun-1	n	i35966	slinging	throwing with a wide motion (as if with a sling)
oewn-00107957-n	dul:Action	propagated	synset-throw-in-noun-1	n	i35967	throw-in	(rugby) an act or instance of throwing a ball in to put it into play
oewn-00108099-n	dul:Action	propagated	synset-balk-noun-4	n	i35968	balk	an illegal pitching motion while runners are on base
oewn-00108220-n	dul:BiologicalObject	propagated	synset-ball-noun-10	n	i35969	ball	a pitch that is not in the strike zone
oewn-00108371-n	dul:Action	propagated	synset-beanball-noun-1	n	i35970	beanball	a baseball deliberately thrown at the batter's head
oewn-00108504-n	dul:Action	propagated	synset-change-up-noun-1	n	i35971	change-up	a baseball thrown with little velocity when the batter is expecting a fastball
oewn-00108695-n	dul:Action	propagated	synset-curve-noun-3	n	i35972	curve	a pitch of a baseball that is thrown with spin so that its path curves as it approaches the batter
oewn-00108901-n	dul:Action	propagated	synset-duster-noun-4	n	i35973	duster	a pitch thrown deliberately close to the batter
oewn-00109001-n	dul:Action	propagated	synset-fastball-noun-1	n	i35974	fastball	(baseball) a pitch thrown with maximum velocity
oewn-00109247-n	dul:Action	propagated	synset-knuckleball-noun-1	n	i35975	knuckleball	a baseball pitch thrown with little speed or spin
oewn-00109365-n	dul:Action	propagated	synset-overhand_pitch-noun-1	n	i35976	overhand pitch	a baseball pitch in which the hand moves above the shoulder
oewn-00109485-n	dul:Action	propagated	synset-passed_ball-noun-1	n	i35977	passed ball	a pitch that the catcher should have caught but did not; allows a base runner to advance a base
oewn-00109638-n	dul:Action	propagated	synset-screwball-noun-2	n	i35978	screwball	a pitch with reverse spin that curves toward the side of the plate from which it was thrown
oewn-00109785-n	dul:Action	propagated	synset-sinker-noun-3	n	i35979	sinker	a pitch that curves downward rapidly as it approaches the plate
oewn-00109901-n	dul:Action	propagated	synset-slider-noun-4	n	i35980	slider	a fastball that curves slightly away from the side from which it was thrown
oewn-00110047-n	dul:Action	propagated	synset-spitball-noun-2	n	i35981	spitball	an illegal pitch in which a foreign substance (spit or Vaseline) is applied to the ball by the pitcher before they throw it
oewn-00110234-n	dul:Action	propagated	synset-strike-noun-5	n	i35982	strike	(baseball) a pitch that the batter swings at and misses, or that the batter hits into foul territory, or that the batter does not swing at but the umpire judges to be in the area over home plate and b
oewn-00110591-n	dul:Action	propagated	synset-submarine_ball-noun-1	n	i35983	submarine ball	a pitch thrown sidearm instead of overhead
oewn-00110712-n	dul:Action	propagated	synset-wild_pitch-noun-1	n	i35984	wild pitch	an errant pitch that the catcher cannot be expected to catch and that allows a base runner to advance a base
oewn-00110877-n	dul:Task	propagated	synset-basketball_shot-noun-1	n	i35985	basketball shot	throwing the basketball toward the hoop
oewn-00111235-n	dul:Task	propagated	synset-bank_shot-noun-1	n	i35986	bank shot	a basketball shot that bounces off of the backboard before passing through the hoop
oewn-00111374-n	dul:Task	propagated	synset-dunk-noun-1	n	i35987	dunk	a basketball shot in which the basketball is propelled downward into the basket
oewn-00111565-n	dul:Task	propagated	synset-slam_dunk-noun-2	n	i35988	slam dunk	a forceful dunk
oewn-00111654-n	dul:Task	propagated	synset-finger-roll-noun-1	n	i35989	finger-roll	a basketball shot that rolls off the tips of the fingers into the basket
oewn-00111784-n	dul:Task	propagated	synset-foul_shot-noun-1	n	i35990	foul shot	an unhindered basketball shot from the foul line; given to penalize the other team for committing a foul
oewn-00112042-n	dul:Task	propagated	synset-one-and-one-noun-1	n	i35991	one-and-one	a foul shot that must be made in order to earn the right to a second foul shot
oewn-00112178-n	dul:Task	propagated	synset-hook_shot-noun-1	n	i35992	hook shot	a basketball shot made over the head with the hand that is farther from the basket
oewn-00112323-n	dul:Task	propagated	synset-jumper-noun-8	n	i35993	jumper	(basketball) a player releases the basketball at the high point of a jump
oewn-00112480-n	dul:Task	propagated	synset-lay-up-noun-1	n	i35994	lay-up	a basketball shot made with one hand from a position under or beside the basket (and usually banked off the backboard)
oewn-00112659-n	dul:Task	propagated	synset-pivot_shot-noun-1	n	i35995	pivot shot	a one-handed basketball shot made while whirling on the pivot foot
oewn-00112782-n	dul:Task	propagated	synset-set_shot-noun-1	n	i35996	set shot	a two-handed basketball shot from a stationary position
oewn-00112892-n	dul:Task	propagated	synset-scoop_shot-noun-1	n	i35997	scoop shot	a basketball shot made with an underhand scooping motion
oewn-00113005-n	dul:Task	propagated	synset-tip_in-noun-1	n	i35998	tip in	a basketball shot made by tapping the rebounding ball back into the basket
oewn-00113132-n	dul:Action	propagated	synset-push-noun-1	n	i35999	push	the act of applying force in order to move something away
oewn-00113494-n	dul:Relation	propagated	synset-depression-noun-9	n	i36000	depression	pushing down
oewn-00113648-n	dul:Action	propagated	synset-click-noun-4	n	i36001	click	depression of a button on a computer mouse
oewn-00113817-n	dul:Action	propagated	synset-nudge-noun-1	n	i36002	nudge	a slight push or shake
oewn-00113933-n	dul:Action	propagated	synset-press-noun-9	n	i36003	press	the act of pressing; the exertion of pressure
oewn-00114352-n	dul:Action	propagated	synset-impression-noun-9	n	i36004	impression	the act of pressing one thing on or into the surface of another
oewn-00114546-n	dul:Action	propagated	synset-shove-noun-1	n	i36005	shove	the act of shoving (giving a push to someone or something)
oewn-00114774-n	dul:Action	propagated	synset-bundling-noun-3	n	i36006	bundling	the act of shoving hastily
oewn-00114915-n	dul:Action	propagated	synset-jostle-noun-1	n	i36007	jostle	the act of jostling (forcing your way by pushing)
oewn-00115118-n	dul:Action	propagated	synset-elbowing-noun-1	n	i36008	elbowing	jostling with the elbows
oewn-00115251-n	dul:Action	propagated	synset-pull-noun-1	n	i36009	pull	the act of pulling; applying force to move something toward or with you
oewn-00115691-n	dul:Action	propagated	synset-drag-noun-6	n	i36010	drag	the act of dragging (pulling with force)
oewn-00115856-n	dul:Action	propagated	synset-draw-noun-9	n	i36011	draw	the act of drawing or hauling something
oewn-00116112-n	dul:Action	propagated	synset-tow-noun-1	n	i36012	tow	the act of hauling something (as a vehicle) by means of a hitch or rope
oewn-00116320-n	dul:Action	propagated	synset-tug-noun-1	n	i36013	tug	a sudden abrupt pull
oewn-00116487-n	dul:Action	propagated	synset-draft-noun-11	n	i36014	draft	the act of moving a load by drawing or pulling
oewn-00116623-n	dul:Action	propagated	synset-extirpation-noun-2	n	i36015	extirpation	the act of pulling up or out; uprooting; cutting off from existence
oewn-00116828-n	dul:Action	propagated	synset-pluck-noun-2	n	i36016	pluck	the act of pulling and releasing a taut cord
oewn-00116942-n	dul:Action	propagated	synset-traction-noun-2	n	i36017	traction	(orthopedics) the act of pulling on a bone or limb (as in a fracture) to relieve pressure or align parts in a special way during healing
oewn-00117196-n	dul:Action	propagated	synset-lift-noun-12	n	i36018	lift	the act of raising something
oewn-00117507-n	dul:Action	propagated	synset-expulsion-noun-3	n	i36019	expulsion	the act of expelling or projecting or ejecting
oewn-00117809-n	dul:Action	propagated	synset-defenestration-noun-1	n	i36020	defenestration	the act of throwing someone or something out of a window
oewn-00117944-n	dul:Process	propagated	synset-accommodation_reflex-noun-1	n	i36021	accommodation reflex	reflex changes in the eyes that enable an object to be focused on the retina
oewn-00118087-n	dul:Process	propagated	synset-Babinski-noun-1	n	i36022	Babinski	extension upward of the toes when the sole of the foot is stroked firmly on the outer side from the heel to the front; normal in infants under the age of two years but a sign of brain or spinal cord i
oewn-00118398-n	dul:Action	propagated	synset-belch-noun-1	n	i36023	belch	a reflex that expels gas noisily from the stomach through the mouth
oewn-00118398-n	dul:Process	propagated	synset-belch-noun-1	n	i36023	belch	a reflex that expels gas noisily from the stomach through the mouth
oewn-00118630-n	dul:Action	propagated	synset-belching-noun-1	n	i36024	belching	the forceful expulsion of something from inside
oewn-00118779-n	dul:Process	propagated	synset-blink-noun-1	n	i36025	blink	a reflex that closes and opens the eyes rapidly
oewn-00119265-n	dul:Action	propagated	synset-coughing_up-noun-1	n	i36027	coughing up	the act of expelling (food or phlegm) by coughing
oewn-00119372-n	dul:Action	propagated	synset-spit-noun-4	n	i36028	spit	the act of spitting (forcefully expelling saliva)
oewn-00119553-n	dul:Action	propagated	synset-vomit-noun-3	n	i36029	vomit	the reflex act of ejecting the contents of the stomach through the mouth
oewn-00119553-n	dul:Process	propagated	synset-vomit-noun-3	n	i36029	vomit	the reflex act of ejecting the contents of the stomach through the mouth
oewn-00119899-n	dul:Action	propagated	synset-rumination-noun-3	n	i36030	rumination	regurgitation of small amounts of food; seen in some infants after feeding
oewn-00119899-n	dul:Process	propagated	synset-rumination-noun-3	n	i36030	rumination	regurgitation of small amounts of food; seen in some infants after feeding
oewn-00120030-n	dul:Action	propagated	synset-hematemesis-noun-1	n	i36031	hematemesis	vomiting blood
oewn-00120030-n	dul:Process	propagated	synset-hematemesis-noun-1	n	i36031	hematemesis	vomiting blood
oewn-00120117-n	dul:Action	propagated	synset-hyperemesis-noun-1	n	i36032	hyperemesis	severe and excessive vomiting
oewn-00120117-n	dul:Process	propagated	synset-hyperemesis-noun-1	n	i36032	hyperemesis	severe and excessive vomiting
oewn-00120222-n	dul:Action	propagated	synset-hyperemesis_gravidarum-noun-1	n	i36033	hyperemesis gravidarum	hyperemesis during pregnancy; if severe it can result in damage to the brain and liver and kidney
oewn-00120222-n	dul:Process	propagated	synset-hyperemesis_gravidarum-noun-1	n	i36033	hyperemesis gravidarum	hyperemesis during pregnancy; if severe it can result in damage to the brain and liver and kidney
oewn-00120388-n	dul:Action	propagated	synset-jump-noun-6	n	i36034	jump	the act of jumping; propelling yourself off the ground
oewn-00120713-n	dul:Action	propagated	synset-header-noun-7	n	i36035	header	a headlong jump (or fall)
oewn-00120830-n	dul:Action	propagated	synset-hop-noun-1	n	i36036	hop	the act of hopping; jumping upward or forward (especially on one foot)
oewn-00121022-n	dul:Action	propagated	synset-leap-noun-1	n	i36037	leap	a light, self-propelled movement upwards or forwards
oewn-00121335-n	dul:Action	propagated	synset-vault-noun-4	n	i36038	vault	the act of jumping over an obstacle
oewn-00121467-n	dul:Action	propagated	synset-jumping_up_and_down-noun-1	n	i36039	jumping up and down	jumping in one spot (as in excitement)
oewn-00121624-n	dul:Action	propagated	synset-lob-noun-2	n	i36040	lob	the act of propelling something (as a ball or shell etc.) in a high arc
oewn-00121763-n	dul:Action	propagated	synset-centering-noun-2	n	i36041	centering	(American football) putting the ball in play by passing it (between the legs) to a back
oewn-00121986-n	dul:Action	propagated	synset-sending-noun-1	n	i36042	sending	the act of causing something to go (especially messages)
oewn-00122186-n	dul:Action	propagated	synset-transmission-noun-1	n	i36043	transmission	the act of sending a message; causing a message to be transmitted
oewn-00122465-n	dul:Action	propagated	synset-forwarding-noun-1	n	i36044	forwarding	the act of sending on to another destination
oewn-00122724-n	dul:Action	propagated	synset-referral-noun-3	n	i36045	referral	the act of referring (as forwarding an applicant for employment or referring a matter to an appropriate agency)
oewn-00122926-n	dul:Action	propagated	synset-remission-noun-3	n	i36046	remission	(law) the act of remitting (especially the referral of a law case to another court)
oewn-00123158-n	dul:Action	propagated	synset-mailing-noun-2	n	i36047	mailing	the transmission of a letter
oewn-00123481-n	dul:Action	propagated	synset-shooting-noun-1	n	i36049	shooting	the act of firing a projectile
oewn-00123774-n	dul:Action	propagated	synset-shoot-noun-2	n	i36050	shoot	the act of shooting at targets
oewn-00123963-n	dul:Action	propagated	synset-countershot-noun-1	n	i36051	countershot	a return shot; a retaliatory shot
oewn-00124054-n	dul:Action	propagated	synset-discharge-noun-9	n	i36052	discharge	the act of discharging a gun
oewn-00124250-n	dul:Action	propagated	synset-gun-noun-7	n	i36053	gun	the discharge of a firearm as signal or as a salute in military ceremonies
oewn-00124472-n	dul:Action	propagated	synset-fire_control-noun-1	n	i36054	fire control	preparation for the delivery of shellfire on a target
oewn-00124603-n	dul:Action	propagated	synset-gunfire-noun-1	n	i36055	gunfire	the act of shooting a gun
oewn-00124828-n	dul:Action	propagated	synset-enfilade-noun-1	n	i36056	enfilade	gunfire directed along the length rather than the breadth of a formation
oewn-00124971-n	dul:Action	propagated	synset-snipe-noun-2	n	i36057	snipe	a gunshot from a concealed location
oewn-00125076-n	dul:Action	propagated	synset-headshot-noun-3	n	i36058	headshot	a shot aimed at a person's head
oewn-00125162-n	dul:Action	propagated	synset-skeet-noun-1	n	i36059	skeet	the sport of shooting at clay pigeons that are hurled upward in such a way as to simulate the flight of a bird
oewn-00125356-n	dul:Action	propagated	synset-shellfire-noun-1	n	i36060	shellfire	shooting artillery shells
oewn-00125437-n	dul:Action	propagated	synset-gunfight-noun-1	n	i36061	gunfight	a fight involving shooting small arms with the intent to kill or frighten
oewn-00125586-n	dul:Action	propagated	synset-potshot-noun-1	n	i36062	potshot	a shot taken at an easy or casual target (as by a pothunter)
oewn-00125700-n	dul:Action	propagated	synset-contact-noun-2	n	i36063	contact	the act of touching physically
oewn-00125946-n	dul:Action	propagated	synset-rub-noun-2	n	i36064	rub	the act of rubbing or wiping
oewn-00126135-n	dul:Action	propagated	synset-scuff-noun-2	n	i36065	scuff	the act of scuffing (scraping or dragging the feet)
oewn-00126256-n	dul:Action	propagated	synset-tap-noun-8	n	i36066	tap	a light touch or stroke
oewn-00126449-n	dul:Action	propagated	synset-hit-noun-2	n	i36067	hit	the act of contacting one thing with another
oewn-00126920-n	dul:Action	propagated	synset-contusion-noun-2	n	i36068	contusion	the action of bruising
oewn-00127056-n	dul:Action	propagated	synset-crash-noun-4	n	i36069	crash	the act of colliding with something
oewn-00127267-n	dul:Action	propagated	synset-impingement-noun-2	n	i36070	impingement	a sharp collision produced by striking or dashing against something
oewn-00127404-n	dul:Task	propagated	synset-batting-noun-1	n	i36071	batting	(baseball) the batter's attempt to get on base
oewn-00127541-n	dul:Action	propagated	synset-fielding-noun-1	n	i36072	fielding	(baseball) handling the ball while playing in the field
oewn-00127706-n	dul:Action	propagated	synset-catching-noun-1	n	i36073	catching	(baseball) playing the position of catcher on a baseball team
oewn-00127841-n	dul:Action	propagated	synset-golfing-noun-1	n	i36074	golfing	playing golf
oewn-00127971-n	dul:Action	propagated	synset-pitching-noun-1	n	i36075	pitching	(baseball) playing the position of pitcher on a baseball team
oewn-00128106-n	dul:Action	propagated	synset-base_on_balls-noun-1	n	i36076	base on balls	(baseball) an advance to first base by a batter who receives four balls
oewn-00128351-n	dul:Task	propagated	synset-best-noun-1	n	i36077	best	the supreme effort one can make
oewn-00128492-n	dul:Task	propagated	synset-worst-noun-3	n	i36078	worst	the weakest effort or poorest achievement one is capable of
oewn-00128686-n	dul:Action	propagated	synset-fair_ball-noun-1	n	i36079	fair ball	(baseball) a ball struck with the bat so that it stays between the lines (the foul lines) that define the width of the playing field
oewn-00128911-n	dul:Situation	propagated	synset-foul_ball-noun-1	n	i36080	foul ball	(baseball) a ball struck with the bat so that it does not stay between the lines (the foul lines) that define the width of the playing field
oewn-00129144-n	dul:Action	propagated	synset-snick-noun-2	n	i36081	snick	a glancing contact with the ball off the edge of the cricket bat
oewn-00129297-n	dul:Action	propagated	synset-bunt-noun-1	n	i36082	bunt	(baseball) the act of hitting a baseball or softball lightly by holding the bat in a stationary position rather than swinging it
oewn-00129458-n	dul:Action	propagated	synset-fly-noun-4	n	i36083	fly	(baseball) a hit that flies up in the air
oewn-00129687-n	dul:Action	propagated	synset-blast-noun-1	n	i36084	blast	a very long fly ball
oewn-00129796-n	dul:Action	propagated	synset-pop_fly-noun-1	n	i36085	pop fly	a short high fly ball
oewn-00129909-n	dul:Action	propagated	synset-grounder-noun-1	n	i36086	grounder	(baseball) a hit that travels along the ground
oewn-00130137-n	dul:Action	propagated	synset-chop-noun-5	n	i36087	chop	a grounder that bounces high in the air
oewn-00130255-n	dul:Action	propagated	synset-roller-noun-1	n	i36088	roller	a grounder that rolls along the infield
oewn-00130347-n	dul:Situation	propagated	synset-out-noun-1	n	i36089	out	(baseball) a failure by a batter or runner to reach a base safely in baseball
oewn-00130563-n	dul:Situation	propagated	synset-force_out-noun-1	n	i36090	force out	a putout of a base runner who is required to run; the putout is accomplished by holding the ball while touching the base to which the runner must advance before the runner reaches that base
oewn-00130913-n	dul:Situation	propagated	synset-putout-noun-1	n	i36091	putout	an out resulting from a fielding play (not a strikeout)
oewn-00131167-n	dul:Situation	propagated	synset-strikeout-noun-1	n	i36092	strikeout	an out resulting from the batter getting three strikes
oewn-00131332-n	dul:Situation	propagated	synset-whiff-noun-3	n	i36093	whiff	a strikeout resulting from the batter swinging at and missing the ball for the third strike
oewn-00131666-n	dul:Situation	propagated	synset-sacrifice-noun-5	n	i36095	sacrifice	(baseball) an out that advances the base runners
oewn-00131807-n	dul:Situation	propagated	synset-sacrifice_fly-noun-1	n	i36096	sacrifice fly	a sacrifice made by hitting a long fly ball
oewn-00131910-n	dul:Action	propagated	synset-base_hit-noun-1	n	i36097	base hit	(baseball) the successful act of striking a baseball in such a way that the batter reaches base safely
oewn-00132167-n	dul:Action	propagated	synset-daisy_cutter-noun-2	n	i36098	daisy cutter	a batted or served ball that skims along close to the ground
oewn-00132305-n	dul:Action	propagated	synset-header-noun-6	n	i36099	header	(soccer) the act of hitting the ball with your head
oewn-00132428-n	dul:Action	propagated	synset-liner-noun-1	n	i36100	liner	(baseball) a hit that flies straight out from the batter
oewn-00132611-n	dul:Action	propagated	synset-scorcher-noun-2	n	i36101	scorcher	a very hard hit ball
oewn-00132697-n	dul:Action	propagated	synset-line-drive_single-noun-1	n	i36102	line-drive single	a single resulting from a line drive
oewn-00132811-n	dul:Action	propagated	synset-line-drive_double-noun-1	n	i36103	line-drive double	a double resulting from a line drive
oewn-00132925-n	dul:Action	propagated	synset-line-drive_triple-noun-1	n	i36104	line-drive triple	a triple resulting from a line drive
oewn-00133039-n	dul:Action	propagated	synset-plunk-noun-2	n	i36105	plunk	(baseball) hitting a baseball so that it drops suddenly
oewn-00133175-n	dul:Action	propagated	synset-homer-noun-1	n	i36106	homer	a base hit on which the batter scores a run
oewn-00133317-n	dul:Action	propagated	synset-solo_homer-noun-1	n	i36107	solo homer	a home run with no runners on base
oewn-00133421-n	dul:Action	propagated	synset-single-noun-1	n	i36108	single	a base hit on which the batter stops safely at first base
oewn-00133576-n	dul:Action	propagated	synset-double-noun-1	n	i36109	double	a base hit on which the batter stops safely at second base
oewn-00133802-n	dul:Action	propagated	synset-triple-noun-1	n	i36110	triple	a base hit at which the batter stops safely at third base
oewn-00133980-n	dul:Situation	propagated	synset-backhander-noun-1	n	i36111	backhander	a backhanded blow
oewn-00134054-n	dul:Situation	propagated	synset-clip-noun-6	n	i36112	clip	a sharp slanting blow
oewn-00134158-n	dul:Situation	propagated	synset-knock-noun-5	n	i36113	knock	the act of hitting vigorously
oewn-00134387-n	dul:Situation	propagated	synset-thwack-noun-1	n	i36114	thwack	a hard blow with a flat object
oewn-00134488-n	dul:Situation	propagated	synset-smack-noun-6	n	i36115	smack	the act of smacking something; a blow delivered with an open hand
oewn-00134695-n	dul:Situation	propagated	synset-smacker-noun-2	n	i36116	smacker	a very powerful blow with the fist
oewn-00134801-n	dul:Situation	propagated	synset-knockdown-noun-1	n	i36117	knockdown	a blow that knocks the opponent off their feet
