oewn_id	dulplus_class	source	framester_id	pos	ili	primary_lemma	definition
oewn-00001740-n	dul:PhysicalObject	topmapping	synset-entity-noun-1	n	i35545	entity	that which is perceived or known or inferred to have its own distinct existence (living or nonliving)
oewn-00001930-n	dul:PhysicalObject	topmapping	synset-physical_entity-noun-1	n	i35546	physical entity	an entity that has physical existence
oewn-00002137-n	dul:Description	topmapping	synset-abstraction-noun-6	n	i35547	abstraction	a general concept formed by extracting common features from specific examples
oewn-00002452-n	owl:Thing	topmapping	synset-thing-noun-12	n	i35548	thing	a separate and self-contained entity
oewn-00002684-n	dul:PhysicalObject	topmapping	synset-object-noun-1	n	i35549	object	a tangible and visible entity; an entity that can cast a shadow
oewn-00003553-n	dul:System	topmapping	synset-whole-noun-2	n	i35550	whole	an assemblage of parts that is regarded as a single entity
oewn-00003993-n	dul:System	propagated	synset-congener-noun-3	n	i35551	congener	a whole (a thing or person) of the same kind or category as another
oewn-00004258-n	dul:PhysicalAgent	topmapping	synset-living_thing-noun-1	n	i35552	living thing	a living (or once living) entity
oewn-00004475-n	dul:Organism	topmapping	synset-organism-noun-1	n	i35553	organism	a living thing that has (or can develop) the ability to act or function independently
oewn-00005787-n	dul:Organism	propagated	synset-benthos-noun-2	n	i35554	benthos	organisms (plants and animals) that live at or near the bottom of a sea, lake, river or stream
oewn-00005930-n	dul:Organism	propagated	synset-dwarf-noun-3	n	i35555	dwarf	a plant or animal that is atypically small
oewn-00006024-n	dul:Organism	propagated	synset-heterotroph-noun-1	n	i35556	heterotroph	an organism that depends on complex organic substances for nutrition
oewn-00006150-n	dul:Organism	propagated	synset-parent-noun-2	n	i35557	parent	an organism (plant or animal) from which younger ones are obtained
oewn-00006269-n	dul:PhysicalAgent	propagated	synset-life-noun-10	n	i35558	life	living things collectively
oewn-00006400-n	dul:PhysicalAgent	propagated	synset-biont-noun-1	n	i35559	biont	a discrete unit of living matter
oewn-00006484-n	dul:BiologicalObject	topmapping	synset-cell-noun-2	n	i35560	cell	(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals
oewn-00007347-n	owl:Thing	topmapping	synset-causal_agent-noun-1	n	i35561	causal agent	any entity that produces an effect or is responsible for events or results
oewn-00007846-n	dul:Person	topmapping	synset-person-noun-1	n	i35562	person	a human being; person, singular, assertive existential pronoun; pronoun, person, singular; quantifier: assertive existential
oewn-00015568-n	dul:Organism	propagated	synset-animal-noun-1	n	i35563	animal	a living organism characterized by voluntary movement
oewn-00017402-n	dul:Organism	propagated	synset-plant-noun-2	n	i35564	plant	(botany) a living organism lacking the power of locomotion
oewn-00019226-n	dul:Organism	propagated	synset-native-noun-3	n	i35565	native	indigenous plants and animals
oewn-00019308-n	dul:PhysicalObject	topmapping	synset-natural_object-noun-1	n	i35566	natural object	an object occurring naturally; not made by man
oewn-00019793-n	dul:Substance	topmapping	synset-substance-noun-1	n	i35567	substance	the real physical matter of which a person or thing consists
oewn-00021007-n	dul:Substance	topmapping	synset-matter-noun-3	n	i35569	matter	that which has mass and occupies space
oewn-00021445-n	dul:FunctionalSubstance	topmapping	synset-food-noun-1	n	i35570	food	any substance that can be metabolized by an animal to give energy and build tissue
oewn-00021914-n	dul:Substance	propagated	synset-nutrient-noun-2	n	i35571	nutrient	any substance (such as a chemical element or inorganic compound) that can be taken in by a green plant and used in organic synthesis
oewn-00022119-n	dul:PhysicalObject	topmapping	synset-artifact-noun-1	n	i35572	artifact	a man-made object taken as a whole
oewn-00023083-n	dul:PhysicalObject	propagated	synset-article-noun-2	n	i35573	article	one of a class of artifacts
oewn-00023280-n	dul:Description	propagated	synset-psychological_feature-noun-1	n	i35574	psychological feature	a feature of the mental life of a living organism
oewn-00023451-n	conc:InternalRepresentation	topmapping	synset-cognition-noun-1	n	i35575	cognition	the psychological result of perception and learning and reasoning
oewn-00023953-n	dul:Event	topmapping	synset-motivation-noun-1	n	i35576	motivation	the psychological feature that arouses an organism to action toward a desired goal; the reason for the action; that which gives purpose and direction to behavior
oewn-00024444-n	dul:Region	topmapping	synset-attribute-noun-2	n	i35577	attribute	an abstraction belonging to or characteristic of an entity
oewn-00024900-n	dul:Situation	topmapping	synset-state-noun-2	n	i35578	state	the way something is with respect to its main attributes
oewn-00026390-n	conc:InternalRepresentation	topmapping	synset-feeling-noun-1	n	i35579	feeling	the experiencing of affective and emotional states
oewn-00027365-n	dul:SpaceRegion	topmapping	synset-location-noun-1	n	i35580	location	a point or extent in space; a point or extent in space
oewn-00028005-n	dul:Region	propagated	synset-shape-noun-2	n	i35581	shape	the spatial arrangement of something as distinct from its substance
oewn-00028468-n	dul:TimeInterval	topmapping	synset-time-noun-5	n	i35582	time	the continuum of experience in which events pass from the future through the present to the past
oewn-00028950-n	dul:SpaceRegion	topmapping	synset-space-noun-1	n	i35583	space	the unlimited expanse in which everything is located
oewn-00029306-n	dul:SpaceRegion	propagated	synset-absolute_space-noun-1	n	i35584	absolute space	physical space independent of what occupies it
oewn-00029413-n	dul:SpaceRegion	propagated	synset-phase_space-noun-1	n	i35585	phase space	(physics) an ideal space in which the coordinate dimensions represent the variables that are required to describe a system or substance
oewn-00029677-n	dul:Event	topmapping	synset-event-noun-1	n	i35586	event	something that happens at a given place and time
oewn-00029976-n	dul:Process	topmapping	synset-process-noun-6	n	i35587	process	a sustained phenomenon or one marked by gradual changes through a series of states
oewn-00030657-n	dul:Action	topmapping	synset-act-noun-2	n	i35588	act	something that people do or cause to happen
oewn-00031563-n	dul:Collection	topmapping	synset-group-noun-1	n	i35589	group	any number of entities (members) considered as a unit
oewn-00032220-n	dul:Relation	topmapping	synset-relation-noun-1	n	i35590	relation	an abstraction belonging to or characteristic of two entities or parts together
oewn-00032912-n	dul:Right	topmapping	synset-possession-noun-2	n	i35591	possession	anything owned or possessed
oewn-00033122-n	dul:SocialRelation	topmapping	synset-social_relation-noun-1	n	i35592	social relation	a relation between living organisms (especially between people)
oewn-00033319-n	dul:InformationObject	topmapping	synset-communication-noun-2	n	i35593	communication	something that is communicated by or to or between people or groups
oewn-00033914-n	dul:Amount	topmapping	synset-measure-noun-2	n	i35594	measure	how much there is or how many there are of something that you can quantify
oewn-00034512-n	dul:Event	topmapping	synset-phenomenon-noun-1	n	i35595	phenomenon	any state or process known through the senses rather than by intuition or reasoning
oewn-00034778-n	dul:Action	propagated	synset-thing-noun-2	n	i35596	thing	an action
oewn-00035041-n	dul:Action	propagated	synset-kindness-noun-3	n	i35597	kindness	a kind act
oewn-00035498-n	dul:Action	propagated	synset-abdominoplasty-noun-1	n	i35598	abdominoplasty	cosmetic surgery of the abdomen to remove wrinkles and tighten the skin over the stomach
oewn-00035660-n	dul:Situation	propagated	synset-abort-noun-1	n	i35599	abort	the act of terminating a project or procedure before it is completed
oewn-00035910-n	dul:Action	propagated	synset-accomplishment-noun-1	n	i35600	accomplishment	the action of accomplishing something
oewn-00036418-n	dul:Action	propagated	synset-agon-noun-1	n	i35601	agon	a festivity in ancient Greece at which competitors contended for prizes
oewn-00036612-n	dul:Action	propagated	synset-alienation-noun-4	n	i35602	alienation	the action of alienating; the action of causing to become unfriendly
oewn-00036782-n	dul:Action	propagated	synset-application-noun-7	n	i35603	application	the action of putting something into operation
oewn-00037020-n	dul:Action	propagated	synset-beachhead-noun-2	n	i35604	beachhead	an initial accomplishment that opens the way for further developments
oewn-00037301-n	dul:Action	propagated	synset-cakewalk-noun-2	n	i35605	cakewalk	an easy accomplishment
oewn-00037483-n	dul:Action	propagated	synset-feat-noun-1	n	i35606	feat	a notable achievement
oewn-00037727-n	dul:Action	propagated	synset-masterpiece-noun-2	n	i35607	masterpiece	an outstanding achievement
oewn-00037811-n	dul:Action	propagated	synset-masterstroke-noun-1	n	i35608	masterstroke	an achievement demonstrating great skill or mastery
oewn-00037921-n	dul:Action	propagated	synset-credit-noun-4	n	i35609	credit	used in the phrase ‘to your credit’ in order to indicate an achievement deserving praise
oewn-00038116-n	dul:Action	propagated	synset-action-noun-1	n	i35610	action	something done (usually as opposed to something said)
oewn-00038913-n	dul:Action	propagated	synset-res_gestae-noun-2	n	i35611	res gestae	things done
oewn-00039000-n	dul:EventType	topmapping	synset-course-noun-4	n	i35612	course	a mode of action
oewn-00039311-n	dul:EventType	propagated	synset-blind_alley-noun-2	n	i35613	blind alley	(figurative) a course of action that is unproductive and offers no hope of improvement
oewn-00039601-n	dul:EventType	propagated	synset-collision_course-noun-2	n	i35614	collision course	a course of action (following a given idea) that will lead to conflict if it continues unabated
oewn-00039759-n	dul:Action	propagated	synset-interaction-noun-1	n	i35615	interaction	a mutual or reciprocal action; interacting
oewn-00039949-n	dul:Action	propagated	synset-interplay-noun-1	n	i35616	interplay	reciprocal action and reaction
oewn-00040035-n	dul:Action	propagated	synset-contact-noun-1	n	i35617	contact	close interaction
oewn-00040283-n	dul:Action	propagated	synset-brush-noun-9	n	i35618	brush	contact with something dangerous or undesirable
oewn-00040478-n	dul:Action	propagated	synset-eye_contact-noun-2	n	i35619	eye contact	contact that occurs when two people look directly at each other
oewn-00040654-n	dul:Action	propagated	synset-fetch-noun-1	n	i35620	fetch	the action of fetching
oewn-00040728-n	dul:Action	propagated	synset-placement-noun-2	n	i35621	placement	contact established between applicants and prospective employees
oewn-00040890-n	dul:Action	propagated	synset-interchange-noun-2	n	i35622	interchange	mutual interaction; the activity of reciprocating or exchanging (especially information)
oewn-00041158-n	dul:Action	propagated	synset-reciprocity-noun-2	n	i35623	reciprocity	mutual exchange of commercial or other privileges
oewn-00041283-n	dul:Action	propagated	synset-cross-fertilization-noun-2	n	i35624	cross-fertilization	interchange between different cultures or different ways of thinking that is mutually productive and beneficial
oewn-00041542-n	dul:Action	propagated	synset-dealings-noun-1	n	i35625	dealings	social or verbal interchange (usually followed by ‘with’)
oewn-00041700-n	dul:Action	propagated	synset-relation-noun-6	n	i35626	relation	(usually plural) mutual dealings or connections among persons or groups
oewn-00041926-n	dul:Action	propagated	synset-playing-noun-2	n	i35627	playing	the action of taking part in a game or sport or other recreation
oewn-00042206-n	dul:Action	propagated	synset-play-noun-17	n	i35628	play	the act using a sword (or other weapon) vigorously and skillfully
oewn-00042352-n	dul:Action	propagated	synset-boondoggle-noun-1	n	i35629	boondoggle	work of little or no value done merely to look busy
oewn-00042478-n	dul:Action	propagated	synset-bowling-noun-3	n	i35630	bowling	the playing of a game of tenpins or duckpins etc
oewn-00042637-n	dul:Action	propagated	synset-acquiring-noun-1	n	i35631	acquiring	the act of acquiring something
oewn-00043049-n	dul:Action	propagated	synset-causing-noun-1	n	i35632	causing	the act of causing something to happen
oewn-00043279-n	dul:Action	propagated	synset-delivery-noun-7	n	i35633	delivery	the act of delivering a child
oewn-00043495-n	dul:Action	propagated	synset-departure-noun-1	n	i35634	departure	the act of departing
oewn-00043854-n	dul:Action	propagated	synset-derring-do-noun-1	n	i35635	derring-do	brave and heroic feats
oewn-00043933-n	dul:Action	propagated	synset-discovery-noun-1	n	i35636	discovery	the act of discovering something
oewn-00044347-n	dul:Action	propagated	synset-disposal-noun-3	n	i35637	disposal	the act or means of getting rid of something
oewn-00044640-n	dul:Action	propagated	synset-hit-noun-1	n	i35638	hit	(baseball) when a batter strikes a pitched ball into fair territory and arrives safely on base (without an error or a fielder's choice being made by the defense)
oewn-00044888-n	dul:Action	propagated	synset-implementation-noun-2	n	i35639	implementation	the act of implementing (providing a practical means for accomplishing something); carrying into effect
oewn-00045193-n	dul:Action	propagated	synset-egress-noun-3	n	i35640	egress	the act of coming (or going) out; becoming apparent
oewn-00045411-n	dul:Action	propagated	synset-equalization-noun-1	n	i35641	equalization	the act of making equal or uniform
oewn-00045638-n	dul:Action	propagated	synset-exhumation-noun-1	n	i35642	exhumation	the act of digging something up out of the ground (especially a corpse) where it has been buried
oewn-00045855-n	dul:Action	propagated	synset-mitzvah-noun-2	n	i35643	mitzvah	(Judaism) a good deed performed out of religious duty
oewn-00045991-n	dul:Action	propagated	synset-propulsion-noun-2	n	i35644	propulsion	the act of propelling
oewn-00046387-n	dul:Action	propagated	synset-rally-noun-2	n	i35645	rally	the feat of mustering strength for a renewed effort
oewn-00046648-n	dul:Action	propagated	synset-recovery-noun-3	n	i35646	recovery	the act of regaining or saving something lost (or in danger of becoming lost)
oewn-00046918-n	dul:Action	propagated	synset-running_away-noun-1	n	i35647	running away	the act of leaving (without permission) the place you are expected to be
oewn-00047085-n	dul:Action	propagated	synset-stunt-noun-1	n	i35648	stunt	a difficult or unusual or dangerous feat; usually done to gain attention
oewn-00047263-n	dul:Action	propagated	synset-touch-noun-5	n	i35649	touch	the act of putting two things together with no space between them
oewn-00047759-n	dul:Action	propagated	synset-tour_de_force-noun-1	n	i35650	tour de force	a masterly or brilliant feat
oewn-00047847-n	dul:Action	propagated	synset-performance-noun-4	n	i35651	performance	any recognized accomplishment
oewn-00048097-n	dul:Action	propagated	synset-overachievement-noun-1	n	i35652	overachievement	better than expected performance (better than might have been predicted from intelligence tests)
oewn-00048291-n	dul:Action	propagated	synset-underachievement-noun-1	n	i35653	underachievement	poorer than expected performance (poorer than might have been predicted from intelligence tests)
oewn-00048486-n	dul:Action	propagated	synset-record-noun-4	n	i35654	record	the sum of recognized accomplishments
oewn-00048682-n	dul:Action	propagated	synset-fait_accompli-noun-1	n	i35655	fait accompli	an irreversible accomplishment
oewn-00048792-n	dul:Action	propagated	synset-going-noun-3	n	i35656	going	advancing toward a goal
oewn-00048966-n	dul:Action	propagated	synset-arrival-noun-1	n	i35657	arrival	accomplishment of an objective
oewn-00049115-n	dul:Action	propagated	synset-arrival-noun-2	n	i35658	arrival	the act of arriving at a certain place
oewn-00049397-n	dul:Action	propagated	synset-attainment-noun-2	n	i35659	attainment	arrival at a new stage
oewn-00049569-n	dul:Action	propagated	synset-advent-noun-1	n	i35660	advent	arrival that has been awaited (especially of something momentous)
oewn-00049744-n	dul:Action	propagated	synset-entrance-noun-3	n	i35661	entrance	the act of entering
oewn-00050103-n	dul:Action	propagated	synset-incursion-noun-1	n	i35662	incursion	the act of entering some territory or domain (often in large numbers)
oewn-00050289-n	dul:Action	propagated	synset-intrusion-noun-2	n	i35663	intrusion	entrance by force or without permission or welcome
oewn-00050395-n	dul:Action	propagated	synset-irruption-noun-1	n	i35664	irruption	a sudden violent entrance; a bursting in
oewn-00050548-n	dul:Action	propagated	synset-entree-noun-4	n	i35665	entree	an entrance, especially a theatrical entrance onto a stage or as if onto a stage
oewn-00050729-n	dul:Situation	propagated	synset-entail-noun-2	n	i35666	entail	the act of entailing property; the creation of a fee tail from a fee simple
oewn-00050857-n	dul:Action	propagated	synset-registration-noun-1	n	i35667	registration	the act of enrolling
oewn-00051015-n	dul:Action	propagated	synset-appearance-noun-5	n	i35668	appearance	the act of appearing in public view
oewn-00051304-n	dul:Action	propagated	synset-apparition-noun-4	n	i35669	apparition	an act of appearing or becoming visible unexpectedly
oewn-00051513-n	dul:Action	propagated	synset-emergence-noun-3	n	i35670	emergence	the act of emerging
oewn-00051707-n	dul:Action	propagated	synset-reappearance-noun-2	n	i35671	reappearance	the act of someone appearing again
oewn-00051897-n	dul:Action	propagated	synset-comeback-noun-2	n	i35672	comeback	return by a celebrity to some previously successful activity
oewn-00052012-n	dul:Action	propagated	synset-return-noun-2	n	i35673	return	a coming to or returning home
oewn-00052205-n	dul:Action	propagated	synset-repatriation-noun-1	n	i35674	repatriation	the act of returning to the country of origin
oewn-00052345-n	dul:Action	propagated	synset-penetration-noun-3	n	i35675	penetration	the act of entering into or through something
oewn-00052532-n	dul:Action	propagated	synset-interpenetration-noun-2	n	i35676	interpenetration	mutual penetration; diffusion of each through the other
oewn-00052717-n	dul:Action	propagated	synset-market_penetration-noun-1	n	i35677	market penetration	the extent to which a product is recognized and bought by customers in a particular market
oewn-00052966-n	dul:Action	propagated	synset-docking-noun-1	n	i35679	docking	the act of securing an arriving vessel with ropes
oewn-00053154-n	dul:Action	propagated	synset-landing-noun-4	n	i35680	landing	the act of coming to land after a voyage
oewn-00053320-n	dul:Action	propagated	synset-landing-noun-3	n	i35681	landing	the act of coming down to the earth (or other surface)
oewn-00053611-n	dul:Action	propagated	synset-forced_landing-noun-1	n	i35682	forced landing	an unscheduled airplane landing that is made under circumstances (engine failure or adverse weather) not under the pilot's control
oewn-00053840-n	dul:Action	propagated	synset-breaking_away-noun-2	n	i35683	breaking away	departing hastily
oewn-00053917-n	dul:Action	propagated	synset-farewell-noun-2	n	i35684	farewell	the act of departing politely
oewn-00054225-n	dul:Action	propagated	synset-French_leave-noun-1	n	i35685	French leave	an abrupt and unannounced departure (without saying farewell)
oewn-00054345-n	dul:Action	propagated	synset-valediction-noun-2	n	i35686	valediction	the act of saying farewell
oewn-00054429-n	dul:Action	propagated	synset-disappearance-noun-1	n	i35687	disappearance	the act of leaving secretly or without explanation
oewn-00054626-n	dul:Action	propagated	synset-vanishing-noun-2	n	i35688	vanishing	a sudden disappearance from sight
oewn-00054733-n	dul:Action	propagated	synset-withdrawal-noun-3	n	i35689	withdrawal	the act of withdrawing
oewn-00055148-n	dul:Action	propagated	synset-effacement-noun-2	n	i35690	effacement	withdrawing into the background; making yourself inconspicuous
oewn-00055303-n	dul:Action	propagated	synset-retreat-noun-7	n	i35691	retreat	the act of withdrawing or going backward (especially to escape something hazardous or unpleasant)
oewn-00055472-n	dul:Action	propagated	synset-retirement-noun-3	n	i35692	retirement	withdrawal for prayer and study and meditation
oewn-00055641-n	dul:Action	propagated	synset-evacuation-noun-2	n	i35693	evacuation	the act of evacuating; leaving a place in an orderly fashion; especially for protection
oewn-00055858-n	dul:Action	propagated	synset-medical_evacuation-noun-1	n	i35694	medical evacuation	the evacuation of persons (usually by air transportation) to a place where they can receive medical care
oewn-00056047-n	dul:Action	propagated	synset-decampment-noun-2	n	i35695	decampment	breaking camp
oewn-00056135-n	dul:Action	propagated	synset-desertion-noun-1	n	i35696	desertion	withdrawing support or help despite allegiance or responsibility
oewn-00056453-n	dul:Action	propagated	synset-abscondment-noun-1	n	i35697	abscondment	the act of running away secretly (as to avoid arrest)
oewn-00056613-n	dul:Action	propagated	synset-absence_without_leave-noun-1	n	i35698	absence without leave	unauthorized military absence
oewn-00056752-n	dul:Action	propagated	synset-deviationism-noun-1	n	i35699	deviationism	ideological defection from the party line (especially from orthodox communism)
oewn-00056907-n	dul:Situation	propagated	synset-emigration-noun-1	n	i35700	emigration	migration from a place (especially migration from your native country in order to settle in another)
oewn-00057131-n	dul:Situation	propagated	synset-immigration-noun-1	n	i35701	immigration	migration into a place (especially migration to a country of which you are not a native in order to settle there)
oewn-00057371-n	dul:Situation	propagated	synset-aliyah-noun-2	n	i35702	aliyah	(Judaism) immigration of Jews to Israel
oewn-00057508-n	dul:Action	propagated	synset-pullback-noun-2	n	i35703	pullback	(military) the act of pulling back (especially an orderly withdrawal of troops)
oewn-00057732-n	dul:Action	propagated	synset-retreat-noun-1	n	i35704	retreat	(military) withdrawal of troops to a more favorable position to escape the enemy's superior forces or after a defeat
oewn-00057982-n	dul:Action	propagated	synset-standdown-noun-2	n	i35705	standdown	(military) a temporary stop of offensive military action
oewn-00058126-n	dul:Action	propagated	synset-disengagement-noun-2	n	i35706	disengagement	to break off a military action with an enemy
oewn-00058306-n	dul:Action	propagated	synset-receding-noun-2	n	i35707	receding	the act of becoming more distant
oewn-00058477-n	dul:Action	propagated	synset-sailing-noun-3	n	i35708	sailing	the departure of a vessel from a port
oewn-00058568-n	dul:Action	propagated	synset-amphibious_landing-noun-1	n	i35709	amphibious landing	a military action of coordinated land, sea, and air forces organized for an invasion
oewn-00058822-n	dul:Action	propagated	synset-debarkation-noun-1	n	i35710	debarkation	the act of passengers and crew getting off of a ship or aircraft
oewn-00059067-n	dul:Action	propagated	synset-going_ashore-noun-1	n	i35711	going ashore	debarkation from a boat or ship
oewn-00059157-n	dul:Action	propagated	synset-boarding-noun-1	n	i35712	boarding	the act of passengers and crew getting aboard a ship or aircraft
oewn-00059339-n	dul:Action	propagated	synset-exit-noun-3	n	i35713	exit	the act of going out
oewn-00059428-n	dul:Action	propagated	synset-elopement-noun-1	n	i35714	elopement	the act of running away with a lover (usually to get married)
oewn-00059563-n	dul:Action	propagated	synset-escape-noun-1	n	i35715	escape	the act of escaping physically
oewn-00059947-n	dul:Action	propagated	synset-evasion-noun-4	n	i35716	evasion	the act of physically escaping from something (an opponent or a pursuer or an unpleasant situation) by some adroit maneuver
oewn-00060196-n	dul:Action	propagated	synset-slip-noun-15	n	i35717	slip	the act of avoiding capture (especially by cunning)
oewn-00060372-n	dul:Action	propagated	synset-maneuver-noun-5	n	i35718	maneuver	an action aimed at evading an opponent
oewn-00060548-n	dul:Action	propagated	synset-clinch-noun-1	n	i35719	clinch	(boxing) the act of one boxer holding onto the other to avoid being hit and to rest momentarily
oewn-00060715-n	dul:Action	propagated	synset-dodge-noun-2	n	i35720	dodge	a quick evasive movement
oewn-00060809-n	dul:Action	propagated	synset-break-noun-16	n	i35721	break	an escape from jail
oewn-00061021-n	dul:Action	propagated	synset-getaway-noun-2	n	i35722	getaway	a rapid escape (as by criminals)
oewn-00061234-n	dul:Action	propagated	synset-exodus-noun-1	n	i35723	exodus	a journey by a large group to escape from a hostile environment
oewn-00061567-n	dul:Action	propagated	synset-skedaddle-noun-1	n	i35725	skedaddle	a hasty flight
oewn-00061834-n	dul:Action	propagated	synset-close_call-noun-1	n	i35727	close call	something achieved (or escaped) by a narrow margin
oewn-00061991-n	dul:Action	propagated	synset-surfacing-noun-1	n	i35728	surfacing	emerging to the surface and becoming apparent
oewn-00062110-n	dul:Action	propagated	synset-dispatch-noun-2	n	i35729	dispatch	the act of sending off something
oewn-00062273-n	dul:Action	propagated	synset-reshipment-noun-1	n	i35730	reshipment	the act of shipping again (especially by transferring to another ship)
oewn-00062418-n	dul:Situation	propagated	synset-consummation-noun-2	n	i35731	consummation	the act of bringing to completion or fruition
oewn-00062612-n	dul:Situation	propagated	synset-consummation-noun-1	n	i35732	consummation	the completion of marriage by sexual intercourse
oewn-00062737-n	dul:Situation	propagated	synset-realization-noun-6	n	i35733	realization	something that is made real or concrete
oewn-00062953-n	dul:Situation	propagated	synset-orgasm-noun-1	n	i35734	orgasm	the moment of most intense pleasure in sexual intercourse
oewn-00063151-n	dul:Situation	propagated	synset-male_orgasm-noun-1	n	i35735	male orgasm	an orgasm accompanied by the sensation of ejaculation of semen
oewn-00063271-n	dul:Situation	propagated	synset-fulfillment-noun-2	n	i35736	fulfillment	the act of consummating something (a desire or promise etc.)
oewn-00063491-n	dul:Situation	propagated	synset-self-fulfillment-noun-1	n	i35737	self-fulfillment	the fulfillment of your capacities
oewn-00063626-n	dul:Action	propagated	synset-attainment-noun-1	n	i35738	attainment	the act of achieving an aim
oewn-00063834-n	dul:Action	propagated	synset-record-noun-6	n	i35739	record	an extreme attainment; the best (or worst) performance ever attested (as in a sport)
oewn-00064130-n	dul:Action	propagated	synset-track_record-noun-1	n	i35740	track record	the fastest time ever recorded for a specific distance at a particular racetrack
oewn-00064379-n	dul:Action	propagated	synset-world_record-noun-1	n	i35741	world record	the best record in the whole world
oewn-00064472-n	dul:Action	propagated	synset-success-noun-2	n	i35742	success	an attainment that is successful
oewn-00064838-n	dul:Action	propagated	synset-winning-noun-1	n	i35743	winning	succeeding with great difficulty
oewn-00064971-n	dul:Action	propagated	synset-blockbuster-noun-2	n	i35744	blockbuster	an unusually successful hit with widespread popularity and huge sales (especially a movie or play or recording or novel)
oewn-00065190-n	dul:Action	propagated	synset-sleeper-noun-9	n	i35745	sleeper	an unexpected hit
oewn-00065324-n	dul:Action	propagated	synset-hit-noun-3	n	i35746	hit	a conspicuous success
oewn-00065609-n	dul:Action	propagated	synset-bell_ringer-noun-3	n	i35747	bell ringer	something that exactly succeeds in achieving its goal
oewn-00065918-n	dul:Situation	propagated	synset-ennoblement-noun-2	n	i35748	ennoblement	the act of raising someone to the nobility
oewn-00066036-n	dul:Action	propagated	synset-conquest-noun-2	n	i35749	conquest	success in mastering something difficult
oewn-00066156-n	dul:Action	propagated	synset-coup-noun-2	n	i35750	coup	a brilliant and notable success
oewn-00066238-n	dul:Action	propagated	synset-flying_colors-noun-1	n	i35751	flying colors	complete success
oewn-00066395-n	dul:Action	propagated	synset-passing-noun-7	n	i35752	passing	success in satisfying a test or requirement
oewn-00066675-n	dul:Action	propagated	synset-credit-noun-6	n	i35753	credit	recognition by a college or university that a course of studies has been successfully completed; typically measured in semester hours
oewn-00066895-n	dul:Action	propagated	synset-semester_hour-noun-1	n	i35754	semester hour	a unit of academic credit; one hour a week for an academic semester
oewn-00067036-n	dul:Situation	topmapping	synset-nonaccomplishment-noun-1	n	i35755	nonaccomplishment	an act that does not achieve its intended goal
oewn-00067217-n	dul:Situation	propagated	synset-failure-noun-5	n	i35756	failure	an unexpected omission
oewn-00067456-n	dul:Situation	propagated	synset-failure-noun-1	n	i35757	failure	an act that fails
oewn-00067721-n	dul:Situation	propagated	synset-failing-noun-2	n	i35758	failing	failure to reach a minimum required performance
oewn-00067973-n	dul:Situation	propagated	synset-naught-noun-2	n	i35759	naught	complete failure
oewn-00068074-n	dul:Action	propagated	synset-cut-noun-20	n	i35760	cut	an unexcused absence from class
oewn-00068217-n	dul:Action	propagated	synset-default-noun-1	n	i35761	default	loss due to not showing up
oewn-00068217-n	dul:Situation	propagated	synset-default-noun-1	n	i35761	default	loss due to not showing up
oewn-00068346-n	dul:Situation	propagated	synset-loss-noun-3	n	i35762	loss	the act of losing someone or something
oewn-00068527-n	dul:EventType	propagated	synset-fall-noun-6	n	i35763	capitulation	the act of surrendering (usually under agreed conditions)
oewn-00068527-n	dul:Situation	propagated	synset-capitulation-noun-3	n	i35763	capitulation	the act of surrendering (usually under agreed conditions)
oewn-00068810-n	dul:Situation	propagated	synset-frustration-noun-2	n	i35764	frustration	an act of hindering someone's plans or efforts
oewn-00068990-n	dul:Action	propagated	synset-overturn-noun-2	n	i35765	overturn	an improbable and unexpected victory
oewn-00069153-n	dul:Situation	propagated	synset-backsliding-noun-1	n	i35766	backsliding	a failure to maintain a higher state
oewn-00069437-n	dul:Situation	propagated	synset-recidivism-noun-1	n	i35767	recidivism	habitual relapse into crime
oewn-00069575-n	dul:Situation	propagated	synset-disappointment-noun-2	n	i35768	disappointment	an act (or failure to act) that disappoints someone
oewn-00069721-n	dul:Situation	propagated	synset-breach-noun-1	n	i35769	breach	a failure to perform some promised act or obligation
oewn-00069880-n	dul:Situation	propagated	synset-copout-noun-1	n	i35770	copout	a failure to face some difficulty squarely
oewn-00069993-n	dul:Situation	propagated	synset-breach_of_contract-noun-1	n	i35771	breach of contract	a breach of a legal duty; failure to do something that is required in a contract
oewn-00070264-n	dul:Situation	propagated	synset-anticipatory_breach-noun-1	n	i35772	anticipatory breach	a breach of contract committed prior to the time of required performance
oewn-00070424-n	dul:Situation	propagated	synset-breach_of_duty-noun-1	n	i35773	breach of duty	a breach of due care
oewn-00070505-n	dul:Situation	propagated	synset-breach_of_the_covenant_of_warranty-noun-1	n	i35774	breach of the covenant of warranty	a failure of the seller's guarantee of good title
oewn-00070635-n	dul:Situation	propagated	synset-breach_of_promise-noun-1	n	i35775	breach of promise	failure to keep a promise (of marriage)
oewn-00070738-n	dul:Situation	propagated	synset-breach_of_trust-noun-1	n	i35776	breach of trust	violation (either through fraud or negligence) by a trustee of a duty that equity requires of them
oewn-00070897-n	dul:Situation	propagated	synset-breach_of_trust_with_fraudulent_intent-noun-1	n	i35777	breach of trust with fraudulent intent	larceny after trust rather than after unlawful taking
oewn-00071035-n	dul:Situation	propagated	synset-breach_of_warranty-noun-1	n	i35778	breach of warranty	a breach that occurs when an item is deficient according to the terms of a warranty
